geography_name,immigrant_status,Total,Owner,Renter,renter_owner_gap,csd_code,cma,join_key,tot_pop,tot_income,own_pop,own_income,rent_pop,rent_income,annual_housing_cost_total,annual_housing_cost_owner,annual_housing_cost_renter
Musqueam 2 (5915803) IRI 01010,Total Immigrant Status,,,,,5915803,Vancouver,5915803|Total Immigrant Status,0.0,,0.0,,0.0,,,,
Musqueam 2 (5915803) IRI 01010,Non-immigrants,,,,,5915803,Vancouver,5915803|Non-immigrants,0.0,,0.0,,0.0,,,,
Musqueam 2 (5915803) IRI 01010,Immigrant,,,,,5915803,Vancouver,5915803|Immigrant,0.0,,0.0,,0.0,,,,
Coquitlam 2 (5915804) IRI 09999,Total Immigrant Status,,,,,5915804,Vancouver,5915804|Total Immigrant Status,,,,,,,,,
Coquitlam 2 (5915804) IRI 09999,Non-immigrants,,,,,5915804,Vancouver,5915804|Non-immigrants,,,,,,,,,
Coquitlam 2 (5915804) IRI 09999,Immigrant,,,,,5915804,Vancouver,5915804|Immigrant,,,,,,,,,
Coquitlam 1 (5915805) IRI 02929,Total Immigrant Status,,,,,5915805,Vancouver,5915805|Total Immigrant Status,,,,,,,,,
Coquitlam 1 (5915805) IRI 02929,Non-immigrants,,,,,5915805,Vancouver,5915805|Non-immigrants,,,,,,,,,
Coquitlam 1 (5915805) IRI 02929,Immigrant,,,,,5915805,Vancouver,5915805|Immigrant,,,,,,,,,
Burrard Inlet 3 (5915806) IRI 00000,Total Immigrant Status,,,,,5915806,Vancouver,5915806|Total Immigrant Status,0.0,,0.0,,0.0,,,,
Burrard Inlet 3 (5915806) IRI 00000,Non-immigrants,,,,,5915806,Vancouver,5915806|Non-immigrants,0.0,,0.0,,0.0,,,,
Burrard Inlet 3 (5915806) IRI 00000,Immigrant,,,,,5915806,Vancouver,5915806|Immigrant,0.0,,0.0,,0.0,,,,
Mission 1 (5915807) IRI 02020,Total Immigrant Status,,,,,5915807,Vancouver,5915807|Total Immigrant Status,0.0,,0.0,,0.0,,,,
Mission 1 (5915807) IRI 02020,Non-immigrants,,,,,5915807,Vancouver,5915807|Non-immigrants,0.0,,0.0,,0.0,,,,
Mission 1 (5915807) IRI 02020,Immigrant,,,,,5915807,Vancouver,5915807|Immigrant,0.0,,0.0,,0.0,,,,
Capilano 5 (5915808) IRI 01010,Total Immigrant Status,,,,,5915808,Vancouver,5915808|Total Immigrant Status,0.0,,0.0,,0.0,,,,
Capilano 5 (5915808) IRI 01010,Non-immigrants,,,,,5915808,Vancouver,5915808|Non-immigrants,0.0,,0.0,,0.0,,,,
Capilano 5 (5915808) IRI 01010,Immigrant,,,,,5915808,Vancouver,5915808|Immigrant,0.0,,0.0,,0.0,,,,
Barnston Island 3 (5915809) IRI 19999,Total Immigrant Status,,,,,5915809,Vancouver,5915809|Total Immigrant Status,,,,,,,,,
Barnston Island 3 (5915809) IRI 19999,Non-immigrants,,,,,5915809,Vancouver,5915809|Non-immigrants,,,,,,,,,
Barnston Island 3 (5915809) IRI 19999,Immigrant,,,,,5915809,Vancouver,5915809|Immigrant,,,,,,,,,
Musqueam 4 (5915810) IRI 09999,Total Immigrant Status,,,,,5915810,Vancouver,5915810|Total Immigrant Status,,,,,,,,,
Musqueam 4 (5915810) IRI 09999,Non-immigrants,,,,,5915810,Vancouver,5915810|Non-immigrants,,,,,,,,,
Musqueam 4 (5915810) IRI 09999,Immigrant,,,,,5915810,Vancouver,5915810|Immigrant,,,,,,,,,
Seymour Creek 2 (5915811) IRI 03939,Total Immigrant Status,,,,,5915811,Vancouver,5915811|Total Immigrant Status,,,,,,,,,
Seymour Creek 2 (5915811) IRI 03939,Non-immigrants,,,,,5915811,Vancouver,5915811|Non-immigrants,,,,,,,,,
Seymour Creek 2 (5915811) IRI 03939,Immigrant,,,,,5915811,Vancouver,5915811|Immigrant,,,,,,,,,
Katzie 2 (5915813) IRI 09999,Total Immigrant Status,,,,,5915813,Vancouver,5915813|Total Immigrant Status,,,,,,,,,
Katzie 2 (5915813) IRI 09999,Non-immigrants,,,,,5915813,Vancouver,5915813|Non-immigrants,,,,,,,,,
Katzie 2 (5915813) IRI 09999,Immigrant,,,,,5915813,Vancouver,5915813|Immigrant,,,,,,,,,
McMillan Island 6 (5915816) IRI 05959,Total Immigrant Status,,,,,5915816,Vancouver,5915816|Total Immigrant Status,,,,,,,,,
McMillan Island 6 (5915816) IRI 05959,Non-immigrants,,,,,5915816,Vancouver,5915816|Non-immigrants,,,,,,,,,
McMillan Island 6 (5915816) IRI 05959,Immigrant,,,,,5915816,Vancouver,5915816|Immigrant,,,,,,,,,
Matsqui 4 (5915825) IRI 01010,Total Immigrant Status,,,,,5915825,Vancouver,5915825|Total Immigrant Status,0.0,,0.0,,0.0,,,,
Matsqui 4 (5915825) IRI 01010,Non-immigrants,,,,,5915825,Vancouver,5915825|Non-immigrants,0.0,,0.0,,0.0,,,,
Matsqui 4 (5915825) IRI 01010,Immigrant,,,,,5915825,Vancouver,5915825|Immigrant,0.0,,0.0,,0.0,,,,
Katzie 1 (5915830) IRI 05959,Total Immigrant Status,,,,,5915830,Vancouver,5915830|Total Immigrant Status,,,,,,,,,
Katzie 1 (5915830) IRI 05959,Non-immigrants,,,,,5915830,Vancouver,5915830|Non-immigrants,,,,,,,,,
Katzie 1 (5915830) IRI 05959,Immigrant,,,,,5915830,Vancouver,5915830|Immigrant,,,,,,,,,
Whonnock 1 (5915840) IRI 09999,Total Immigrant Status,,,,,5915840,Vancouver,5915840|Total Immigrant Status,,,,,,,,,
Whonnock 1 (5915840) IRI 09999,Non-immigrants,,,,,5915840,Vancouver,5915840|Non-immigrants,,,,,,,,,
Whonnock 1 (5915840) IRI 09999,Immigrant,,,,,5915840,Vancouver,5915840|Immigrant,,,,,,,,,
